"node","lagoon","station","season","date_time","water_column_position","dissolved_organic_carbon_umol_L","total_dissolved_nitrogen_umol_L","chlorophyll_a_ug_L","conductivity_uS_cm","depth_m","DO_concentration_mg_L","DO_saturation_percent","phycoerythrin_ug_L","pH","salinity","specific_conductivity_uS_cm","temperature_C","notes.x","d18O","notes.y","collection_method","station_name","latitude","longitude","habitat_type","station_sampling_priority"
"Central","Stefansson","SSLD2","open water",2022-08-02,"bottom",94,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.3,NA,"pump","Stefansson Sound Deep Station 2",70.32078333,-147.75615,"lagoon","secondary"
"Central","Stefansson","SSLD2","open water",2022-08-02,"surface",576,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.3,NA,"pump","Stefansson Sound Deep Station 2",70.32078333,-147.75615,"lagoon","secondary"
"Central","Stefansson","SSLD2_Aux_2022","break up",2022-06-27,"bottom",293,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.8,NA,"pump","Stefansson Sound Deep auxiliary sampling station 2022",70.29559,-147.75026,"lagoon","not applicable"
"Central","Stefansson","SSLD2_Aux_2022","break up",2022-06-27,"surface",118,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.2,NA,"pump","Stefansson Sound Deep auxiliary sampling station 2022",70.29559,-147.75026,"lagoon","not applicable"
"Central","Stefansson","SSLS1","break up",2019-06-27,"surface",76,7,0.53,265.6,0.3,11.53,102.7,4.33,8.32,0.18,370,10.2,NA,-20.3,NA,"pump","Stefansson Sound Shallow Station 1",70.33994,-147.97884,"lagoon","primary"
"Central","Stefansson","SSLS1","open water",2019-08-03,"surface",99,7,4.41,27968,0.79,10.07,98.4,14.22,7.71,28.02,42851,6.8,NA,-11.8,NA,"pump","Stefansson Sound Shallow Station 1",70.33994,-147.97884,"lagoon","primary"
"Central","Stefansson","SSLS1","break up",2021-06-22,"surface",225,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21,NA,"pump","Stefansson Sound Shallow Station 1",70.33994,-147.97884,"lagoon","primary"
"Central","Stefansson","SSLS1","open water",2021-08-04,"surface",184,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.4,NA,"pump","Stefansson Sound Shallow Station 1",70.33994,-147.97884,"lagoon","primary"
"Central","Stefansson","SSLS1","break up",2022-06-24,"surface",114,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.7,NA,"pump","Stefansson Sound Shallow Station 1",70.33994,-147.97884,"lagoon","primary"
"Central","Stefansson","SSLS1","open water",2022-08-03,"surface",234,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.7,NA,"pump","Stefansson Sound Shallow Station 1",70.33994,-147.97884,"lagoon","primary"
"Central","Stefansson","SSLS2","break up",2019-06-28,"surface",NA,NA,0.22,689,0.3,12.68,91.4,4.86,8.14,0.61,1246,1.7,NA,NA,NA,NA,"Stefansson Sound Shallow Station 2",70.29324,-147.80153,"lagoon","secondary"
"Central","Stefansson","SSLS2","open water",2019-08-03,"surface",114,6,7.74,26365,0.79,10.29,103.1,19.89,7.8,24.14,38445,8.6,NA,-7.3,NA,"pump","Stefansson Sound Shallow Station 2",70.29324,-147.80153,"lagoon","secondary"
"Central","Stefansson","SSLS2","break up",2021-06-26,"surface",130,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.3,NA,"pump","Stefansson Sound Shallow Station 2",70.29324,-147.80153,"lagoon","secondary"
"Central","Stefansson","SSLS2","open water",2021-08-05,"surface",197,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.7,NA,"pump","Stefansson Sound Shallow Station 2",70.29324,-147.80153,"lagoon","secondary"
"Central","Stefansson","SSLS2","break up",2022-06-24,"surface",160,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.7,NA,"pump","Stefansson Sound Shallow Station 2",70.29324,-147.80153,"lagoon","secondary"
"Central","Stefansson","SSLS2","open water",2022-08-02,"surface",392,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.1,NA,"pump","Stefansson Sound Shallow Station 2",70.29324,-147.80153,"lagoon","secondary"
"Central","Stefansson","SSLS2_Aux_2019","break up",2019-06-28,"surface",102,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.2,NA,"pump","Stefansson Sound Shallow auxiliary sampling station 2019",70.30561,-147.84113,"lagoon","not applicable"
"East","Jago","JALD1","open water",2018-08-02,"bottom",281,11,4.75,11310,2.818,11.96,97.9,11.88,7.86,11.1,18984,3.8,NA,NA,NA,"pump","Jago Lagoon Deep Station 1",70.1040667,-143.48925,"lagoon","secondary"
"East","Jago","JALD1","open water",2018-08-02,"surface",179,8,2.48,6414,0.016,11.37,99.5,6.03,7.92,5.32,9482,8.1,NA,NA,NA,"pump","Jago Lagoon Deep Station 1",70.1040667,-143.48925,"lagoon","secondary"
"East","Jago","JALD1","open water",2019-08-08,"bottom",116,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.8,NA,"pump","Jago Lagoon Deep Station 1",70.1040667,-143.48925,"lagoon","secondary"
"East","Jago","JALD1","open water",2019-08-08,"surface",137,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.4,NA,"pump","Jago Lagoon Deep Station 1",70.1040667,-143.48925,"lagoon","secondary"
"East","Jago","JALD1","open water",2019-08-09,"bottom",NA,NA,3.16,26649,2.9,9.99,98.3,8.13,7.43,25.32,40076,7.5,NA,NA,NA,NA,"Jago Lagoon Deep Station 1",70.1040667,-143.48925,"lagoon","secondary"
"East","Jago","JALD1","open water",2019-08-09,"surface",NA,NA,3.1,25376,0.1,10.26,99.1,7.82,7.46,24.28,38610,7.1,NA,NA,NA,NA,"Jago Lagoon Deep Station 1",70.1040667,-143.48925,"lagoon","secondary"
"East","Jago","JALD1","under ice",2022-04-24,"bottom",109,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.4,NA,"pump","Jago Lagoon Deep Station 1",70.1040667,-143.48925,"lagoon","secondary"
"East","Jago","JALD1","under ice",2022-04-24,"surface",98,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,NA,"pump","Jago Lagoon Deep Station 1",70.1040667,-143.48925,"lagoon","secondary"
"East","Jago","JALD2","open water",2018-08-01,"bottom",425,21,7.19,24802,2.964,8.93,82.4,17.87,7.32,25.28,40339,4.8,NA,NA,NA,"pump","Jago Lagoon Deep Station 2",70.1068333,-143.4434667,"lagoon","primary"
"East","Jago","JALD2","open water",2018-08-01,"surface",348,12,3.99,5303,0.022,11.24,100.1,8.06,7.85,4.22,7615,9.1,NA,NA,NA,"pump","Jago Lagoon Deep Station 2",70.1068333,-143.4434667,"lagoon","primary"
"East","Jago","JALD2","under ice",2019-04-27,"bottom",149,35,0.32,30329,2.42,4.86,41.8,4.18,7.16,38.81,61800,-1.7,NA,-3.4,"Samples frozen. Vials were taped shut with no headspace at the time they froze (and leaked a bit) and were kept frozen until thawed for analysis.","pump","Jago Lagoon Deep Station 2",70.1068333,-143.4434667,"lagoon","primary"
"East","Jago","JALD2","under ice",2019-04-27,"surface",121,12,0.19,26862,1.53,11.4,94.5,4.11,7.62,33.99,54809,-1.7,NA,-2.3,"Samples frozen. Vials were taped shut with no headspace at the time they froze (and leaked a bit) and were kept frozen until thawed for analysis.","pump","Jago Lagoon Deep Station 2",70.1068333,-143.4434667,"lagoon","primary"
"East","Jago","JALD2","break up",2019-06-21,"bottom",143,30,2.25,28559,3.2,8.44,74.5,6.57,7.06,33.35,52870,0.9,NA,-3.9,NA,"pump","Jago Lagoon Deep Station 2",70.1068333,-143.4434667,"lagoon","primary"
"East","Jago","JALD2","break up",2019-06-21,"surface",185,7,1.45,5895,0.3,12.99,108.1,5.42,7.51,5.16,9241,6,NA,-12.8,NA,"pump","Jago Lagoon Deep Station 2",70.1068333,-143.4434667,"lagoon","primary"
"East","Jago","JALD2","open water",2019-08-08,"bottom",81,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.3,NA,"pump","Jago Lagoon Deep Station 2",70.1068333,-143.4434667,"lagoon","primary"
"East","Jago","JALD2","open water",2019-08-08,"surface",83,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.4,NA,"pump","Jago Lagoon Deep Station 2",70.1068333,-143.4434667,"lagoon","primary"
"East","Jago","JALD2","open water",2019-08-09,"bottom",NA,NA,2.79,29723,2.44,9.96,97.3,6.21,7.57,29.87,46755,5.9,NA,NA,NA,NA,"Jago Lagoon Deep Station 2",70.1068333,-143.4434667,"lagoon","primary"
"East","Jago","JALD2","open water",2019-08-09,"surface",NA,NA,1.39,26231,0.26,10.12,99.6,3.35,7.43,24.76,39250,7.6,NA,NA,NA,NA,"Jago Lagoon Deep Station 2",70.1068333,-143.4434667,"lagoon","primary"
"East","Jago","JALD2","open water",2019-08-12,"bottom",NA,NA,3.4,28059,3.35,10.08,96.5,9.8,7.28,28.42,44773,5.5,NA,NA,NA,NA,"Jago Lagoon Deep Station 2",70.1068333,-143.4434667,"lagoon","primary"
"East","Jago","JALD2","open water",2019-08-12,"surface",NA,NA,3.05,25473,0.3,10.16,97.2,7.07,6.93,24.84,39489,6.4,NA,NA,NA,NA,"Jago Lagoon Deep Station 2",70.1068333,-143.4434667,"lagoon","primary"
"East","Jago","JALD2","open water",2021-07-31,"bottom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.2,NA,NA,"Jago Lagoon Deep Station 2",70.1068333,-143.4434667,"lagoon","primary"
"East","Jago","JALD2","open water",2021-08-01,"bottom",105,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pump","Jago Lagoon Deep Station 2",70.1068333,-143.4434667,"lagoon","primary"
"East","Jago","JALD2","open water",2021-08-01,"surface",148,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pump","Jago Lagoon Deep Station 2",70.1068333,-143.4434667,"lagoon","primary"
"East","Jago","JALD2","open water",2022-08-16,"surface",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.5,NA,NA,"Jago Lagoon Deep Station 2",70.1068333,-143.4434667,"lagoon","primary"
"East","Jago","JALS1","open water",2018-08-02,"surface",321,10,2.03,7320,0,11.86,101.5,6.02,8.09,6.34,11192,6.9,NA,NA,NA,"pump","Jago Lagoon Shallow Station 1",70.08801,-143.45609,"lagoon","secondary"
"East","Jago","JALS1","open water",2018-08-02,"surface",314,11,2.03,7320,0,11.86,101.5,6.02,8.09,6.34,11192,6.9,NA,NA,NA,"pump","Jago Lagoon Shallow Station 1",70.08801,-143.45609,"lagoon","secondary"
"East","Jago","JALS1","open water",2019-08-08,"surface",133,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.2,NA,"pump","Jago Lagoon Shallow Station 1",70.08801,-143.45609,"lagoon","secondary"
"East","Jago","JALS1","open water",2019-08-09,"surface",NA,NA,1.01,26773,0.19,10.14,101.2,3.61,7.45,24.89,39366,8.2,NA,NA,NA,NA,"Jago Lagoon Shallow Station 1",70.08801,-143.45609,"lagoon","secondary"
"East","Jago","JALS1","open water",2022-08-16,"surface",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.1,NA,NA,"Jago Lagoon Shallow Station 1",70.08801,-143.45609,"lagoon","secondary"
"East","Jago","JALS2","open water",2018-08-01,"surface",491,17,3.67,3103,0.029,11.01,98,8.46,8.18,2.35,4402,9.5,NA,NA,NA,"pump","Jago Lagoon Shallow Station 2",70.0919,-143.37767,"lagoon","primary"
"East","Jago","JALS2","break up",2019-06-23,"surface",206,8,1.2,4921,0.3,10.55,104,3.96,8.21,3.44,6269,13.7,NA,-16.1,NA,"pump","Jago Lagoon Shallow Station 2",70.0919,-143.37767,"lagoon","primary"
"East","Jago","JALS2","open water",2019-08-08,"surface",180,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.7,NA,"pump","Jago Lagoon Shallow Station 2",70.0919,-143.37767,"lagoon","primary"
"East","Jago","JALS2","open water",2019-08-09,"surface",NA,NA,1.9,27612,0.33,10.05,99.5,4.26,7.41,26.33,41494,7.5,NA,NA,NA,NA,"Jago Lagoon Shallow Station 2",70.0919,-143.37767,"lagoon","primary"
"East","Jago","JAR1","open water",2018-07-23,"surface",433,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pump","Jago River Station 1",70.09164,-143.31685,"river","river"
"East","Jago","JAR1","open water",2018-07-31,"surface",407,16,2.14,177.1,0,10.5,100.5,5.72,7.9,0.11,227.9,13.3,NA,NA,NA,"pump","Jago River Station 1",70.09164,-143.31685,"river","river"
"East","Jago","JAR1","break up",2019-06-22,"surface",181,7,0.84,187.2,NA,10.15,105.9,3.22,8.94,0.1,219.3,17.4,NA,-21.4,NA,"pump","Jago River Station 1",70.09164,-143.31685,"river","river"
"East","Kaktovik","KALD1","open water",2018-08-03,"bottom",274,13,4.83,30008,2.788,17.86,177.4,10.56,8.15,29.33,45859,7,NA,NA,NA,"pump","Kaktovik Lagoon Deep Station 1",70.089,-143.6233167,"lagoon","secondary"
"East","Kaktovik","KALD1","open water",2018-08-03,"surface",247,10,1.45,6383,0.013,11.22,98.4,3.84,7.92,5.28,9408,8.2,NA,NA,NA,"pump","Kaktovik Lagoon Deep Station 1",70.089,-143.6233167,"lagoon","secondary"
"East","Kaktovik","KALD1","under ice",2019-04-28,"bottom",127,18,0.27,30540,2.38,8.18,70.2,3.75,7.33,39.33,62650,-1.8,NA,-3,"Samples frozen. Vials were taped shut with no headspace at the time they froze (and leaked a bit) and were kept frozen until thawed for analysis.","pump","Kaktovik Lagoon Deep Station 1",70.089,-143.6233167,"lagoon","secondary"
"East","Kaktovik","KALD1","under ice",2019-04-28,"surface",121,14,0.25,29248,1.47,12.39,104.4,4.47,7.59,37.86,60667,-2.1,NA,-2.5,"Samples frozen. Vials were taped shut with no headspace at the time they froze (and leaked a bit) and were kept frozen until thawed for analysis.","pump","Kaktovik Lagoon Deep Station 1",70.089,-143.6233167,"lagoon","secondary"
"East","Kaktovik","KALD1","open water",2019-08-08,"bottom",96,7,1.53,28391,3.3,9.83,100.7,3.18,7.71,25.93,40791,9.1,"No time recorded. Noon time 12:00 appended to maintain date time format.",-5.7,NA,"pump","Kaktovik Lagoon Deep Station 1",70.089,-143.6233167,"lagoon","secondary"
"East","Kaktovik","KALD1","open water",2019-08-08,"surface",133,8,1.15,28398,0.1,9.87,101.1,3.37,7.68,25.94,40806,9.1,"No time recorded. Noon time 12:00 appended to maintain date time format.",-5.7,NA,"pump","Kaktovik Lagoon Deep Station 1",70.089,-143.6233167,"lagoon","secondary"
"East","Kaktovik","KALD2","open water",2018-08-04,"bottom",201,11,5,35555,2.657,12.45,127.4,9.85,7.78,36.28,55694,6.1,NA,NA,NA,"pump","Kaktovik Lagoon Deep Station 2",70.1009333,-143.5709,"lagoon","primary"
"East","Kaktovik","KALD2","open water",2018-08-04,"surface",349,14,1.92,6942,0.016,11.54,99.1,4.68,7.94,5.99,10604,6.9,NA,NA,NA,"pump","Kaktovik Lagoon Deep Station 2",70.1009333,-143.5709,"lagoon","primary"
"East","Kaktovik","KALD2","under ice",2019-04-26,"bottom",138,19,0.6,31012,2.9,4.95,42.7,5.7,7.12,39.7,63061,-1.6,NA,-3.5,"Samples frozen. Vials were taped shut with no headspace at the time they froze (and leaked a bit) and were kept frozen until thawed for analysis.","pump","Kaktovik Lagoon Deep Station 2",70.1009333,-143.5709,"lagoon","primary"
"East","Kaktovik","KALD2","under ice",2019-04-26,"surface",121,17,0,29606,1.6,11.07,94.1,3.68,7.39,38.15,60999,-1.9,NA,-2.8,"Samples frozen. Vials were taped shut with no headspace at the time they froze (and leaked a bit) and were kept frozen until thawed for analysis.","pump","Kaktovik Lagoon Deep Station 2",70.1009333,-143.5709,"lagoon","primary"
"East","Kaktovik","KALD2","break up",2019-06-21,"bottom",NA,NA,3.6,31977,3.3,17.47,155.6,8.95,7.67,39.03,61359,-0.1,NA,NA,NA,NA,"Kaktovik Lagoon Deep Station 2",70.1009333,-143.5709,"lagoon","primary"
"East","Kaktovik","KALD2","break up",2019-06-21,"surface",NA,NA,1.15,4615,0.3,13.34,101.7,4.72,7.68,4.38,8008,2.8,NA,NA,NA,NA,"Kaktovik Lagoon Deep Station 2",70.1009333,-143.5709,"lagoon","primary"
"East","Kaktovik","KALD2","open water",2019-08-08,"bottom",119,17,1.61,28427,3.1,9.67,99.1,3.59,7.89,25.98,40882,9.1,"No time recorded. Noon time 12:00 appended to maintain date time format.",-5.7,NA,"pump","Kaktovik Lagoon Deep Station 2",70.1009333,-143.5709,"lagoon","primary"
"East","Kaktovik","KALD2","open water",2019-08-08,"surface",88,6,1.2,28422,0.1,9.66,99,3.45,7.82,25.96,40845,9.1,"No time recorded. Noon time 12:00 appended to maintain date time format.",-5.7,NA,"pump","Kaktovik Lagoon Deep Station 2",70.1009333,-143.5709,"lagoon","primary"
"East","Kaktovik","KALD2","open water",2021-07-31,"bottom",247,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pump","Kaktovik Lagoon Deep Station 2",70.1009333,-143.5709,"lagoon","primary"
"East","Kaktovik","KALD2","open water",2021-07-31,"surface",178,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pump","Kaktovik Lagoon Deep Station 2",70.1009333,-143.5709,"lagoon","primary"
"East","Kaktovik","KALD2","open water",2021-08-01,"bottom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.7,NA,NA,"Kaktovik Lagoon Deep Station 2",70.1009333,-143.5709,"lagoon","primary"
"East","Kaktovik","KALD2","open water",2021-08-01,"surface",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.3,NA,NA,"Kaktovik Lagoon Deep Station 2",70.1009333,-143.5709,"lagoon","primary"
"East","Kaktovik","KALD2","under ice",2022-04-21,"bottom",266,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.8,NA,"pump","Kaktovik Lagoon Deep Station 2",70.1009333,-143.5709,"lagoon","primary"
"East","Kaktovik","KALD2","under ice",2022-04-21,"surface",130,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.2,NA,"pump","Kaktovik Lagoon Deep Station 2",70.1009333,-143.5709,"lagoon","primary"
"East","Kaktovik","KALD2","open water",2022-08-16,"surface",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.5,NA,NA,"Kaktovik Lagoon Deep Station 2",70.1009333,-143.5709,"lagoon","primary"
"East","Kaktovik","KALD2_Aux_2019","break up",2019-06-21,"bottom",165,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.5,NA,"pump","Kaktovik Lagoon Deep auxiliary sampling station 2019",70.10413,-143.56238,"lagoon","not applicable"
"East","Kaktovik","KALD2_Aux_2019","break up",2019-06-21,"surface",186,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.1,NA,"pump","Kaktovik Lagoon Deep auxiliary sampling station 2019",70.10413,-143.56238,"lagoon","not applicable"
"East","Kaktovik","KALD2_Aux_2019","break up",2019-06-21,"surface",186,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.1,NA,"pump","Kaktovik Lagoon Deep auxiliary sampling station 2019",70.10413,-143.56238,"lagoon","not applicable"
"East","Kaktovik","KALS1","open water",2018-08-03,"surface",451,17,2.62,4360,0.002,11.91,100.1,5.3,8.1,3.9,7102,6.8,NA,NA,NA,"pump","Kaktovik Lagoon Shallow Station 1",70.08161,-143.55383,"lagoon","secondary"
"East","Kaktovik","KALS1","open water",2019-08-10,"surface",161,9,2.26,26249,0.1,9.93,98,4.92,7.18,24.63,39041,7.8,NA,-6.3,NA,"grab","Kaktovik Lagoon Shallow Station 1",70.08161,-143.55383,"lagoon","secondary"
"East","Kaktovik","KALS2","open water",2018-08-03,"surface",215,9,2.17,7287,0.019,11.66,100,4.41,8.01,6.3,111,7,NA,NA,NA,"pump","Kaktovik Lagoon Shallow Station 2",70.11949,-143.5372,"lagoon","primary"
"East","Kaktovik","KALS2","break up",2019-06-23,"surface",182,7,1.32,9196,0.3,12.93,111.1,4.16,8.1,8.17,14172,6.6,NA,-11.3,NA,"pump","Kaktovik Lagoon Shallow Station 2",70.11949,-143.5372,"lagoon","primary"
"East","Kaktovik","KALS2","open water",2019-08-10,"surface",116,8,2.89,26094,0.26,9.99,97.7,4.9,7.22,24.74,39195,7.5,NA,-6.3,NA,"grab","Kaktovik Lagoon Shallow Station 2",70.11949,-143.5372,"lagoon","primary"
"East","Kaktovik","KALS2","open water",2022-08-16,"surface",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.9,NA,NA,"Kaktovik Lagoon Shallow Station 2",70.11949,-143.5372,"lagoon","primary"
"East","not applicable","Beaufort2018","open water",2018-08-04,"surface",179,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pump","Beaufort Sea, sampling site 2018",70.13337,-143.70329,"ocean","ocean"
"East","not applicable","Beaufort2018","open water",2018-08-05,"surface",NA,NA,3.11,24701,3.277,12.47,100.9,4.35,7.85,30.77,49990,-1.5,NA,NA,NA,NA,"Beaufort Sea, sampling site 2018",70.13337,-143.70329,"ocean","ocean"
"East","not applicable","Beaufort2019","open water",2019-08-05,"surface",99,6,24.86,26489,2.58,10.49,99.2,68.57,7.87,26.64,42235,5.4,NA,-5.8,NA,"pump","Beaufort Sea, sampling site 2019",70.44325,-148.739283,"ocean","ocean"
"East","not applicable","Beaufort2019","open water",2019-08-05,"surface",99,6,1.82,26366,0.27,10.12,100.7,5.57,7.88,24.51,38837,8.2,NA,-5.8,NA,"pump","Beaufort Sea, sampling site 2019",70.44325,-148.739283,"ocean","ocean"
"East","not applicable","Beaufort2022","open water",2022-08-16,"surface",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.8,NA,NA,"Beaufort Sea, sampling site 2022",70.075,-145.113167,"ocean","ocean"
"West","Elson East","AVR1","open water",2018-07-26,"surface",527,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pump","Avak Creek Station 1",71.14711,-156.19139,"river","river"
"West","Elson East","AVR1","open water",2019-08-05,"surface",888,36,4.08,157,NA,10.78,92,5.62,8.01,0.11,234,8.4,NA,-11.8,NA,"pump","Avak Creek Station 1",71.14711,-156.19139,"river","river"
"West","Elson East","AVR1","open water",2021-08-04,"surface",537,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.1,NA,"pump","Avak Creek Station 1",71.14711,-156.19139,"river","river"
"West","Elson East","AVR1","open water",2022-08-09,"surface",535,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.8,NA,"pump","Avak Creek Station 1",71.14711,-156.19139,"river","river"
"West","Elson East","EELD1","under ice",2019-04-16,"bottom",208,20,0.63,27750,2.9,10.41,86.8,2.14,7.38,35.34,56927,-1.8,NA,-3.2,NA,"pump","Elson East Lagoon Deep Station 1",71.29286,-156.19644,"lagoon","primary"
"West","Elson East","EELD1","under ice",2019-04-16,"surface",182,21,0.44,27273,1.5,10.64,88.2,2.09,7.46,34.87,56225,-2,NA,-2.4,NA,"pump","Elson East Lagoon Deep Station 1",71.29286,-156.19644,"lagoon","primary"
"West","Elson East","EELD1","open water",2019-07-31,"bottom",242,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.7,NA,"pump","Elson East Lagoon Deep Station 1",71.29286,-156.19644,"lagoon","primary"
"West","Elson East","EELD1","open water",2019-07-31,"surface",159,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.1,NA,"pump","Elson East Lagoon Deep Station 1",71.29286,-156.19644,"lagoon","primary"
"West","Elson East","EELD1","open water",2019-08-01,"bottom",NA,NA,1.5,26903,1.9,10.33,104.7,1.6,7.95,24.55,38600,9.1,NA,NA,NA,NA,"Elson East Lagoon Deep Station 1",71.29286,-156.19644,"lagoon","primary"
"West","Elson East","EELD1","open water",2019-08-01,"surface",NA,NA,1,26767,0.09,9.91,105.4,1.43,7.92,23.55,37317,10.5,NA,NA,NA,NA,"Elson East Lagoon Deep Station 1",71.29286,-156.19644,"lagoon","primary"
