node,lagoon,station,season,date_collected,pigment,areal_concentration_mg_m2,mass_concentration_ug_g,flag,station_name,latitude,longitude,habitat_type,station_sampling_priority
East,Kaktovik,KALD2,under ice,2019-04-26,Zeaxanthin,3.33405062777864,0.116726177105414,OK,Kaktovik Lagoon Deep Station 2,70.1009333,-143.5709,lagoon,primary
East,Kaktovik,KALD2,under ice,2019-04-26,Pheophytin,66.0308164263307,2.31175996800331,OK,Kaktovik Lagoon Deep Station 2,70.1009333,-143.5709,lagoon,primary
East,Kaktovik,KALD2,under ice,2019-04-26,Pheophorbide,48.8301493700835,1.70955912185824,OK,Kaktovik Lagoon Deep Station 2,70.1009333,-143.5709,lagoon,primary
East,Kaktovik,KALD2,under ice,2019-04-26,Chlorophyll a,207.826983644835,7.27608906058329,OK,Kaktovik Lagoon Deep Station 2,70.1009333,-143.5709,lagoon,primary
East,Kaktovik,KALD2,under ice,2019-04-26,Peridinin,0.582045323703355,0.0203775926411897,OK,Kaktovik Lagoon Deep Station 2,70.1009333,-143.5709,lagoon,primary
East,Kaktovik,KALD2,under ice,2019-04-26,Fucoxanthin,114.069609169704,3.99361344166493,OK,Kaktovik Lagoon Deep Station 2,70.1009333,-143.5709,lagoon,primary
East,Kaktovik,KALD2,under ice,2019-04-26,Alloxanthin,2.14867336562631,0.0752257406435625,OK,Kaktovik Lagoon Deep Station 2,70.1009333,-143.5709,lagoon,primary
East,Kaktovik,KALD2,under ice,2019-04-26,Chlorophyllide,14.5284729027141,0.508646475546566,OK,Kaktovik Lagoon Deep Station 2,70.1009333,-143.5709,lagoon,primary
East,Kaktovik,KALD2,break up,2019-06-20,Chlorophyll a,226.576639039686,6.25452701979234,OK,Kaktovik Lagoon Deep Station 2,70.1009333,-143.5709,lagoon,primary
East,Kaktovik,KALD2,break up,2019-06-20,Pheophytin,64.3481329395251,1.77629581694411,OK,Kaktovik Lagoon Deep Station 2,70.1009333,-143.5709,lagoon,primary
East,Kaktovik,KALD2,break up,2019-06-20,Peridinin,1.46526349772939,0.0404478156993875,OK,Kaktovik Lagoon Deep Station 2,70.1009333,-143.5709,lagoon,primary
East,Kaktovik,KALD2,break up,2019-06-20,Fucoxanthin,144.179397476621,3.97999520620019,OK,Kaktovik Lagoon Deep Station 2,70.1009333,-143.5709,lagoon,primary
East,Kaktovik,KALD2,break up,2019-06-20,Alloxanthin,2.73070864540786,0.0753797526447219,OK,Kaktovik Lagoon Deep Station 2,70.1009333,-143.5709,lagoon,primary
East,Kaktovik,KALD2,break up,2019-06-20,Zeaxanthin,3.10014359145635,0.0855778068744482,OK,Kaktovik Lagoon Deep Station 2,70.1009333,-143.5709,lagoon,primary
East,Kaktovik,KALD2,break up,2019-06-20,Chlorophyllide,21.7371863945129,0.600043412308407,OK,Kaktovik Lagoon Deep Station 2,70.1009333,-143.5709,lagoon,primary
East,Kaktovik,KALD2,break up,2019-06-20,Pheophorbide,49.3968181576162,1.3635727635825,OK,Kaktovik Lagoon Deep Station 2,70.1009333,-143.5709,lagoon,primary
East,Kaktovik,KALD2,open water,2019-08-08,Chlorophyllide,3.55859045934766,0.107506763840575,OK,Kaktovik Lagoon Deep Station 2,70.1009333,-143.5709,lagoon,primary
East,Kaktovik,KALD2,open water,2019-08-08,Alloxanthin,2.462054541914,0.074379875746838,OK,Kaktovik Lagoon Deep Station 2,70.1009333,-143.5709,lagoon,primary
East,Kaktovik,KALD2,open water,2019-08-08,Zeaxanthin,2.21034740526269,0.0667756796455762,OK,Kaktovik Lagoon Deep Station 2,70.1009333,-143.5709,lagoon,primary
East,Kaktovik,KALD2,open water,2019-08-08,Peridinin,0.558690560542751,0.0168783159619998,OK,Kaktovik Lagoon Deep Station 2,70.1009333,-143.5709,lagoon,primary
East,Kaktovik,KALD2,open water,2019-08-08,Pheophorbide,30.3088382341999,0.915644874438185,OK,Kaktovik Lagoon Deep Station 2,70.1009333,-143.5709,lagoon,primary
East,Kaktovik,KALD2,open water,2019-08-08,Chlorophyll a,102.481094957568,3.09600416220595,OK,Kaktovik Lagoon Deep Station 2,70.1009333,-143.5709,lagoon,primary
East,Kaktovik,KALD2,open water,2019-08-08,Pheophytin,48.339772129128,1.4603682344908,OK,Kaktovik Lagoon Deep Station 2,70.1009333,-143.5709,lagoon,primary
East,Kaktovik,KALD2,open water,2019-08-08,Fucoxanthin,59.08436394524,1.78496762521414,OK,Kaktovik Lagoon Deep Station 2,70.1009333,-143.5709,lagoon,primary
East,Kaktovik,KALS2,open water,2018-08-07,Zeaxanthin,0.0638696893819226,0.0010596463882445,PWL,Kaktovik Lagoon Shallow Station 2,70.11949,-143.5372,lagoon,primary
East,Kaktovik,KALS2,open water,2018-08-07,Alloxanthin,0.0511260506692741,8.4821979660723e-4,PWL,Kaktovik Lagoon Shallow Station 2,70.11949,-143.5372,lagoon,primary
East,Kaktovik,KALS2,open water,2018-08-07,Chlorophyllide,1.35560983300143,0.0224905910348025,PWL,Kaktovik Lagoon Shallow Station 2,70.11949,-143.5372,lagoon,primary
East,Kaktovik,KALS2,open water,2018-08-07,Pheophorbide,0.804514829773573,0.0133475086838295,PWL,Kaktovik Lagoon Shallow Station 2,70.11949,-143.5372,lagoon,primary
East,Kaktovik,KALS2,open water,2018-08-07,Chlorophyll a,24.1793953711525,0.401154432140221,PWL,Kaktovik Lagoon Shallow Station 2,70.11949,-143.5372,lagoon,primary
East,Kaktovik,KALS2,open water,2018-08-07,Pheophytin,1.39587040327402,0.0231585443048257,PWL,Kaktovik Lagoon Shallow Station 2,70.11949,-143.5372,lagoon,primary
East,Kaktovik,KALS2,open water,2018-08-07,Peridinin,0.934159260685634,0.0154984077143618,PWL,Kaktovik Lagoon Shallow Station 2,70.11949,-143.5372,lagoon,primary
East,Kaktovik,KALS2,open water,2018-08-07,Fucoxanthin,8.7287539635032,0.144816621167394,PWL,Kaktovik Lagoon Shallow Station 2,70.11949,-143.5372,lagoon,primary
East,Kaktovik,KALS2,break up,2019-06-22,Pheophorbide,2.39700743132808,0.0353364749435566,OK,Kaktovik Lagoon Shallow Station 2,70.11949,-143.5372,lagoon,primary
East,Kaktovik,KALS2,break up,2019-06-22,Pheophytin,5.47765528032712,0.0807511174278986,OK,Kaktovik Lagoon Shallow Station 2,70.11949,-143.5372,lagoon,primary
East,Kaktovik,KALS2,break up,2019-06-22,Peridinin,3.25698877615906,0.0480142450857663,OK,Kaktovik Lagoon Shallow Station 2,70.11949,-143.5372,lagoon,primary
East,Kaktovik,KALS2,break up,2019-06-22,Fucoxanthin,45.3328345406773,0.668292701528878,OK,Kaktovik Lagoon Shallow Station 2,70.11949,-143.5372,lagoon,primary
East,Kaktovik,KALS2,break up,2019-06-22,Chlorophyll a,90.6088698328851,1.33574807348,OK,Kaktovik Lagoon Shallow Station 2,70.11949,-143.5372,lagoon,primary
East,Kaktovik,KALS2,break up,2019-06-22,Chlorophyllide,2.69061020041242,0.0396647414134519,OK,Kaktovik Lagoon Shallow Station 2,70.11949,-143.5372,lagoon,primary
East,Kaktovik,KALS2,break up,2019-06-22,Alloxanthin,0.181611257503135,0.00267729735267097,OK,Kaktovik Lagoon Shallow Station 2,70.11949,-143.5372,lagoon,primary
East,Kaktovik,KALS2,break up,2019-06-22,Zeaxanthin,0.0850101016905267,0.00125321152078036,OK,Kaktovik Lagoon Shallow Station 2,70.11949,-143.5372,lagoon,primary
East,Kaktovik,KALS2,open water,2019-08-10,Chlorophyll a,51.6123779535065,0.739463012659949,OK,Kaktovik Lagoon Shallow Station 2,70.11949,-143.5372,lagoon,primary
East,Kaktovik,KALS2,open water,2019-08-10,Chlorophyllide,2.66191287543152,0.038137869099503,OK,Kaktovik Lagoon Shallow Station 2,70.11949,-143.5372,lagoon,primary
East,Kaktovik,KALS2,open water,2019-08-10,Pheophorbide,3.32161751634445,0.0475896169277986,OK,Kaktovik Lagoon Shallow Station 2,70.11949,-143.5372,lagoon,primary
East,Kaktovik,KALS2,open water,2019-08-10,Alloxanthin,0.107855172942572,0.00154526712927118,OK,Kaktovik Lagoon Shallow Station 2,70.11949,-143.5372,lagoon,primary
East,Kaktovik,KALS2,open water,2019-08-10,Zeaxanthin,0.0999321906390557,0.00143175264697611,OK,Kaktovik Lagoon Shallow Station 2,70.11949,-143.5372,lagoon,primary
East,Kaktovik,KALS2,open water,2019-08-10,Fucoxanthin,22.0394458262125,0.315764466862733,OK,Kaktovik Lagoon Shallow Station 2,70.11949,-143.5372,lagoon,primary
East,Kaktovik,KALS2,open water,2019-08-10,Pheophytin,4.20472229551748,0.0602420725284675,OK,Kaktovik Lagoon Shallow Station 2,70.11949,-143.5372,lagoon,primary
East,Kaktovik,KALS2,open water,2019-08-10,Peridinin,0.415372437767077,0.00595114130342609,OK,Kaktovik Lagoon Shallow Station 2,70.11949,-143.5372,lagoon,primary
West,Elson East,EELD1,under ice,2019-04-16,Chlorophyllide,3.40013285189462,0.11056949643307,OK,Elson East Lagoon Deep Station 1,71.29286,-156.19644,lagoon,primary
West,Elson East,EELD1,under ice,2019-04-16,Pheophorbide,11.4469882505806,0.37224655084777,OK,Elson East Lagoon Deep Station 1,71.29286,-156.19644,lagoon,primary
West,Elson East,EELD1,under ice,2019-04-16,Chlorophyll a,61.6451834058923,2.00465016621797,OK,Elson East Lagoon Deep Station 1,71.29286,-156.19644,lagoon,primary
West,Elson East,EELD1,under ice,2019-04-16,Pheophytin,12.5457673056002,0.407977933148617,OK,Elson East Lagoon Deep Station 1,71.29286,-156.19644,lagoon,primary
West,Elson East,EELD1,under ice,2019-04-16,Peridinin,0.300770208616845,0.00978079738569715,OK,Elson East Lagoon Deep Station 1,71.29286,-156.19644,lagoon,primary
West,Elson East,EELD1,under ice,2019-04-16,Fucoxanthin,29.8753509396923,0.971521600199342,OK,Elson East Lagoon Deep Station 1,71.29286,-156.19644,lagoon,primary
West,Elson East,EELD1,under ice,2019-04-16,Alloxanthin,0.557527366101151,0.0181303269027003,OK,Elson East Lagoon Deep Station 1,71.29286,-156.19644,lagoon,primary
West,Elson East,EELD1,under ice,2019-04-16,Zeaxanthin,1.02087208481707,0.0331979123338973,OK,Elson East Lagoon Deep Station 1,71.29286,-156.19644,lagoon,primary
West,Elson East,EELD1,open water,2019-08-02,Chlorophyllide,5.43865153515084,0.149211687550613,OK,Elson East Lagoon Deep Station 1,71.29286,-156.19644,lagoon,primary
West,Elson East,EELD1,open water,2019-08-02,Pheophorbide,11.153429011641,0.305999006196075,OK,Elson East Lagoon Deep Station 1,71.29286,-156.19644,lagoon,primary
West,Elson East,EELD1,open water,2019-08-02,Chlorophyll a,81.132168118275,2.22589508471461,OK,Elson East Lagoon Deep Station 1,71.29286,-156.19644,lagoon,primary
West,Elson East,EELD1,open water,2019-08-02,Pheophytin,16.5018835447214,0.452736101137848,OK,Elson East Lagoon Deep Station 1,71.29286,-156.19644,lagoon,primary
West,Elson East,EELD1,open water,2019-08-02,Peridinin,0.743075077464917,0.0203865766300226,OK,Elson East Lagoon Deep Station 1,71.29286,-156.19644,lagoon,primary
West,Elson East,EELD1,open water,2019-08-02,Fucoxanthin,47.3351455859968,1.2986595864235,OK,Elson East Lagoon Deep Station 1,71.29286,-156.19644,lagoon,primary
West,Elson East,EELD1,open water,2019-08-02,Alloxanthin,0.852635242241513,0.0233924057347155,OK,Elson East Lagoon Deep Station 1,71.29286,-156.19644,lagoon,primary
West,Elson East,EELD1,open water,2019-08-02,Zeaxanthin,0.881469687955804,0.0241834908551371,OK,Elson East Lagoon Deep Station 1,71.29286,-156.19644,lagoon,primary
West,Elson East,EELS1,break up,2019-06-22,Chlorophyllide,0.982651681270812,0.0153970589108865,OK,Elson East Lagoon Shallow Station 1,71.2629,-156.27286,lagoon,primary
West,Elson East,EELS1,break up,2019-06-22,Pheophorbide,3.14021857667254,0.0492037324513185,OK,Elson East Lagoon Shallow Station 1,71.2629,-156.27286,lagoon,primary
West,Elson East,EELS1,break up,2019-06-22,Chlorophyll a,22.7219258771102,0.356027306487908,OK,Elson East Lagoon Shallow Station 1,71.2629,-156.27286,lagoon,primary
West,Elson East,EELS1,break up,2019-06-22,Pheophytin,21.7018842012361,0.340044387947861,OK,Elson East Lagoon Shallow Station 1,71.2629,-156.27286,lagoon,primary
West,Elson East,EELS1,break up,2019-06-22,Peridinin,0.128173895066458,0.00200834237684692,OK,Elson East Lagoon Shallow Station 1,71.2629,-156.27286,lagoon,primary
West,Elson East,EELS1,break up,2019-06-22,Fucoxanthin,3.20189521094746,0.0501701367118069,OK,Elson East Lagoon Shallow Station 1,71.2629,-156.27286,lagoon,primary
West,Elson East,EELS1,break up,2019-06-22,Alloxanthin,0.353167304901417,0.00553373886455248,OK,Elson East Lagoon Shallow Station 1,71.2629,-156.27286,lagoon,primary
West,Elson East,EELS1,break up,2019-06-22,Zeaxanthin,0.644634794971374,0.0101007102550778,OK,Elson East Lagoon Shallow Station 1,71.2629,-156.27286,lagoon,primary
West,Elson East,EELS1,open water,2019-08-02,Pheophytin,22.7869467695187,0.288182199375673,OK,Elson East Lagoon Shallow Station 1,71.2629,-156.27286,lagoon,primary
West,Elson East,EELS1,open water,2019-08-02,Fucoxanthin,13.4929254936708,0.170642472820428,OK,Elson East Lagoon Shallow Station 1,71.2629,-156.27286,lagoon,primary
West,Elson East,EELS1,open water,2019-08-02,Alloxanthin,0.468368129906786,0.00592336301827678,OK,Elson East Lagoon Shallow Station 1,71.2629,-156.27286,lagoon,primary
West,Elson East,EELS1,open water,2019-08-02,Zeaxanthin,0.817302421123166,0.0103362689023963,OK,Elson East Lagoon Shallow Station 1,71.2629,-156.27286,lagoon,primary
West,Elson East,EELS1,open water,2019-08-02,Peridinin,0.27055337842989,0.00342163732741678,OK,Elson East Lagoon Shallow Station 1,71.2629,-156.27286,lagoon,primary
West,Elson East,EELS1,open water,2019-08-02,Chlorophyllide,1.82246496983629,0.0230483692530096,OK,Elson East Lagoon Shallow Station 1,71.2629,-156.27286,lagoon,primary
West,Elson East,EELS1,open water,2019-08-02,Pheophorbide,4.30245389916893,0.0544123194702636,OK,Elson East Lagoon Shallow Station 1,71.2629,-156.27286,lagoon,primary
West,Elson East,EELS1,open water,2019-08-02,Chlorophyll a,49.689239070671,0.628410394140401,OK,Elson East Lagoon Shallow Station 1,71.2629,-156.27286,lagoon,primary
West,Elson West,EWLD1,open water,2018-07-28,Chlorophyllide,13.4995966219572,0.609601951925624,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,open water,2018-07-28,Pheophorbide,24.0392946304808,1.0855436158604,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,open water,2018-07-28,Chlorophyll a,193.181329802984,8.72349885862096,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,open water,2018-07-28,Pheophytin,26.1507756632016,1.18089186922279,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,open water,2018-07-28,Peridinin,0.459520137170466,0.020750573547703,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,open water,2018-07-28,Fucoxanthin,91.49552760424,4.1316680625323,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,open water,2018-07-28,Alloxanthin,0.703448835335962,0.0317656738278479,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,open water,2018-07-28,Zeaxanthin,1.11682904156697,0.0504327042334797,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,under ice,2019-04-14,Zeaxanthin,0.866312265684457,0.0312428600080372,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,under ice,2019-04-14,Chlorophyllide,3.0618046487429,0.11042153944,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,under ice,2019-04-14,Pheophorbide,11.8091822658725,0.425888727375397,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,under ice,2019-04-14,Chlorophyll a,42.3906304605925,1.52878423357696,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,under ice,2019-04-14,Fucoxanthin,26.331956624669,0.949640986454524,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,under ice,2019-04-14,Alloxanthin,0.548798908041427,0.0197919943370018,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,under ice,2019-04-14,Pheophytin,15.0817238401754,0.543910325737099,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,under ice,2019-04-14,Peridinin,0.780426005667829,0.02814544063098,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,break up,2019-06-23,Fucoxanthin,92.6582952959467,2.78194631689413,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,break up,2019-06-23,Alloxanthin,1.47085257880012,0.0441604596892063,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,break up,2019-06-23,Zeaxanthin,5.12848692663486,0.153976233549547,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,break up,2019-06-23,Chlorophyllide,14.7556036521305,0.4430180493013,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,break up,2019-06-23,Pheophorbide,34.963292118384,1.04972794313308,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,break up,2019-06-23,Chlorophyll a,245.995222739703,7.38569063556044,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,break up,2019-06-23,Pheophytin,81.2601316272489,2.43973109119617,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,break up,2019-06-23,Peridinin,0.501583593811941,0.015059403229499,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,break up,2019-06-24,Chlorophyllide,6.26922306171969,0.0889492703882619,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,break up,2019-06-24,Pheophorbide,14.3334635064534,0.203366686507097,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,break up,2019-06-24,Chlorophyll a,142.141875280189,2.01674369747564,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,break up,2019-06-24,Pheophytin,24.4233295794641,0.346524174552097,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,break up,2019-06-24,Peridinin,1.64007729565542,0.023269817869407,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,break up,2019-06-24,Alloxanthin,2.5659038654044,0.0364056717183606,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,break up,2019-06-24,Fucoxanthin,78.24985907641,1.1102281421969,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,break up,2019-06-24,Zeaxanthin,1.65816910303579,0.0235265088581701,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,open water,2019-08-02,Chlorophyllide,6.71227349762256,0.199876609931466,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,open water,2019-08-02,Pheophorbide,30.2002726400355,0.899297103497695,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,open water,2019-08-02,Chlorophyll a,145.392599844504,4.3294689908471,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,open water,2019-08-02,Pheophytin,21.0446829630039,0.626663959568626,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,open water,2019-08-02,Peridinin,0.482820118562997,0.0143773117318985,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,open water,2019-08-02,Fucoxanthin,71.638013848602,2.13322108453322,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,open water,2019-08-02,Alloxanthin,1.53755491075576,0.0457849733408793,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLD1,open water,2019-08-02,Zeaxanthin,2.11292375587041,0.0629181807798241,OK,Elson West Lagoon Deep Station 1,71.3379,-156.4165,lagoon,primary
West,Elson West,EWLS1,open water,2018-07-28,Zeaxanthin,1.21097248858775,0.0208066604670756,OK,Elson West Lagoon Shallow Station 1,71.32894,-156.56479,lagoon,primary
West,Elson West,EWLS1,open water,2018-07-28,Pheophytin,52.114510970583,0.89541995824956,OK,Elson West Lagoon Shallow Station 1,71.32894,-156.56479,lagoon,primary
West,Elson West,EWLS1,open water,2018-07-28,Chlorophyllide,67.4916223518075,1.1596260723345,OK,Elson West Lagoon Shallow Station 1,71.32894,-156.56479,lagoon,primary
West,Elson West,EWLS1,open water,2018-07-28,Pheophorbide,21.6837133353523,0.372564748816243,OK,Elson West Lagoon Shallow Station 1,71.32894,-156.56479,lagoon,primary
West,Elson West,EWLS1,open water,2018-07-28,Chlorophyll a,932.086791784221,16.0149083362886,OK,Elson West Lagoon Shallow Station 1,71.32894,-156.56479,lagoon,primary
West,Elson West,EWLS1,open water,2018-07-28,Peridinin,0.738975357501363,0.0126969105425326,OK,Elson West Lagoon Shallow Station 1,71.32894,-156.56479,lagoon,primary
West,Elson West,EWLS1,open water,2018-07-28,Fucoxanthin,338.811600420265,5.82138570337978,OK,Elson West Lagoon Shallow Station 1,71.32894,-156.56479,lagoon,primary
West,Elson West,EWLS1,open water,2018-07-28,Alloxanthin,0.0433099295955859,7.4414159565195e-4,OK,Elson West Lagoon Shallow Station 1,71.32894,-156.56479,lagoon,primary
West,Elson West,EWLS1,break up,2019-06-25,Fucoxanthin,22.7432792092244,0.292349095262852,OK,Elson West Lagoon Shallow Station 1,71.32894,-156.56479,lagoon,primary
West,Elson West,EWLS1,break up,2019-06-25,Pheophytin,4.15530570822957,0.053413575639909,OK,Elson West Lagoon Shallow Station 1,71.32894,-156.56479,lagoon,primary
West,Elson West,EWLS1,break up,2019-06-25,Peridinin,0.0601618057306937,7.7333832614666e-4,OK,Elson West Lagoon Shallow Station 1,71.32894,-156.56479,lagoon,primary
West,Elson West,EWLS1,break up,2019-06-25,Alloxanthin,0.0451173381821355,5.7995212022309e-4,OK,Elson West Lagoon Shallow Station 1,71.32894,-156.56479,lagoon,primary
West,Elson West,EWLS1,break up,2019-06-25,Zeaxanthin,0.237293967281444,0.00305024952681081,OK,Elson West Lagoon Shallow Station 1,71.32894,-156.56479,lagoon,primary
West,Elson West,EWLS1,break up,2019-06-25,Chlorophyllide,5.44931938411221,0.070047224812567,OK,Elson West Lagoon Shallow Station 1,71.32894,-156.56479,lagoon,primary
West,Elson West,EWLS1,break up,2019-06-25,Pheophorbide,2.27698845853181,0.0292691088937492,OK,Elson West Lagoon Shallow Station 1,71.32894,-156.56479,lagoon,primary
West,Elson West,EWLS1,break up,2019-06-25,Chlorophyll a,66.2687632440341,0.851839033428556,OK,Elson West Lagoon Shallow Station 1,71.32894,-156.56479,lagoon,primary
West,Elson West,EWLS1,open water,2019-08-02,Pheophorbide,20.6941979899231,0.34764794228413,OK,Elson West Lagoon Shallow Station 1,71.32894,-156.56479,lagoon,primary
West,Elson West,EWLS1,open water,2019-08-02,Peridinin,0.433514887752413,0.00728274460068708,OK,Elson West Lagoon Shallow Station 1,71.32894,-156.56479,lagoon,primary
West,Elson West,EWLS1,open water,2019-08-02,Fucoxanthin,351.603292439466,5.90668752548064,OK,Elson West Lagoon Shallow Station 1,71.32894,-156.56479,lagoon,primary
West,Elson West,EWLS1,open water,2019-08-02,Chlorophyll a,1084.64975228282,18.2213514466098,OK,Elson West Lagoon Shallow Station 1,71.32894,-156.56479,lagoon,primary
West,Elson West,EWLS1,open water,2019-08-02,Pheophytin,82.9349050456428,1.3932479575525,OK,Elson West Lagoon Shallow Station 1,71.32894,-156.56479,lagoon,primary
West,Elson West,EWLS1,open water,2019-08-02,Chlorophyllide,71.0941029419462,1.19433082685006,OK,Elson West Lagoon Shallow Station 1,71.32894,-156.56479,lagoon,primary
West,Elson West,EWLS1,open water,2019-08-02,Zeaxanthin,1.93896450467373,0.0325732372204047,OK,Elson West Lagoon Shallow Station 1,71.32894,-156.56479,lagoon,primary
West,Elson West,EWLS1,open water,2019-08-02,Alloxanthin,0.0919591743072924,0.00154484932142068,OK,Elson West Lagoon Shallow Station 1,71.32894,-156.56479,lagoon,primary
